"","day","hijri_day","imsak","fajr","sunrise","duhr","asr","maghrib","isha","qiyam","cities","sunset"
"114",2024-04-23,13,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:24:00,1899-12-31 14:44:00,1899-12-31 17:20:00,1899-12-31 18:30:00,1899-12-31 23:17:00,"Banyuwangi","17:20"
"115",2024-04-24,14,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:24:00,1899-12-31 14:44:00,1899-12-31 17:20:00,1899-12-31 18:30:00,1899-12-31 23:17:00,"Banyuwangi","17:20"
"116",2024-04-25,15,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:24:00,1899-12-31 14:44:00,1899-12-31 17:19:00,1899-12-31 18:29:00,1899-12-31 23:16:00,"Banyuwangi","17:19"
"117",2024-04-26,16,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:24:00,1899-12-31 14:44:00,1899-12-31 17:19:00,1899-12-31 18:29:00,1899-12-31 23:16:00,"Banyuwangi","17:19"
"118",2024-04-27,17,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:24:00,1899-12-31 14:44:00,1899-12-31 17:18:00,1899-12-31 18:29:00,1899-12-31 23:16:00,"Banyuwangi","17:18"
"119",2024-04-28,18,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:18:00,1899-12-31 18:29:00,1899-12-31 23:16:00,"Banyuwangi","17:18"
"120",2024-04-29,19,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:18:00,1899-12-31 18:29:00,1899-12-31 23:16:00,"Banyuwangi","17:18"
"121",2024-04-30,20,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:17:00,1899-12-31 18:28:00,1899-12-31 23:16:00,"Banyuwangi","17:17"
"122",2024-05-01,21,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:17:00,1899-12-31 18:28:00,1899-12-31 23:15:00,"Banyuwangi","17:17"
"123",2024-05-02,22,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:17:00,1899-12-31 18:28:00,1899-12-31 23:15:00,"Banyuwangi","17:17"
"124",2024-05-03,23,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:17:00,1899-12-31 18:28:00,1899-12-31 23:15:00,"Banyuwangi","17:17"
"125",2024-05-04,24,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:16:00,1899-12-31 18:28:00,1899-12-31 23:15:00,"Banyuwangi","17:16"
"126",2024-05-05,25,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:16:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:16"
"127",2024-05-06,26,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:16:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:16"
"128",2024-05-07,27,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:16:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:16"
"129",2024-05-08,28,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:43:00,1899-12-31 17:15:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:15"
"130",2024-05-09,29,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:43:00,1899-12-31 17:15:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:15"
"131",2024-05-10,1,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:43:00,1899-12-31 17:15:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:15"
"132",2024-05-11,2,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:43:00,1899-12-31 17:15:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:15"
"133",2024-05-12,3,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:43:00,1899-12-31 17:15:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:15"
"134",2024-05-13,4,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:43:00,1899-12-31 17:15:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:15"
"135",2024-05-14,5,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"136",2024-05-15,6,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:42:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"137",2024-05-16,7,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:42:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"138",2024-05-17,8,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:42:00,1899-12-31 17:14:00,1899-12-31 18:26:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"139",2024-05-18,9,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:22:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:26:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"140",2024-05-19,10,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"141",2024-05-20,11,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"142",2024-05-21,12,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"143",2024-05-22,13,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"144",2024-05-23,14,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"145",2024-05-24,15,1899-12-31 03:58:00,1899-12-31 04:08:00,"04:08",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"146",2024-05-25,16,1899-12-31 03:59:00,1899-12-31 04:09:00,"04:09",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"147",2024-05-26,17,1899-12-31 03:59:00,1899-12-31 04:09:00,"04:09",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"148",2024-05-27,18,1899-12-31 03:59:00,1899-12-31 04:09:00,"04:09",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:15:00,"Banyuwangi","17:14"
"149",2024-05-28,19,1899-12-31 03:59:00,1899-12-31 04:09:00,"04:09",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:16:00,"Banyuwangi","17:14"
"150",2024-05-29,20,1899-12-31 03:59:00,1899-12-31 04:09:00,"04:09",1899-12-31 11:23:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:16:00,"Banyuwangi","17:14"
"151",2024-05-30,21,1899-12-31 03:59:00,1899-12-31 04:09:00,"04:09",1899-12-31 11:24:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:16:00,"Banyuwangi","17:14"
"152",2024-05-31,22,1899-12-31 03:59:00,1899-12-31 04:09:00,"04:09",1899-12-31 11:24:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:27:00,1899-12-31 23:16:00,"Banyuwangi","17:14"
"153",2024-06-01,23,1899-12-31 04:00:00,1899-12-31 04:10:00,"04:10",1899-12-31 11:24:00,1899-12-31 14:43:00,1899-12-31 17:14:00,1899-12-31 18:28:00,1899-12-31 23:16:00,"Banyuwangi","17:14"
"154",2024-06-02,24,1899-12-31 04:00:00,1899-12-31 04:10:00,"04:10",1899-12-31 11:24:00,1899-12-31 14:44:00,1899-12-31 17:14:00,1899-12-31 18:28:00,1899-12-31 23:16:00,"Banyuwangi","17:14"
"155",2024-06-03,25,1899-12-31 04:00:00,1899-12-31 04:10:00,"04:10",1899-12-31 11:24:00,1899-12-31 14:44:00,1899-12-31 17:14:00,1899-12-31 18:28:00,1899-12-31 23:16:00,"Banyuwangi","17:14"
"156",2024-06-04,26,1899-12-31 04:00:00,1899-12-31 04:10:00,"04:10",1899-12-31 11:24:00,1899-12-31 14:44:00,1899-12-31 17:14:00,1899-12-31 18:28:00,1899-12-31 23:17:00,"Banyuwangi","17:14"
"157",2024-06-05,27,1899-12-31 04:00:00,1899-12-31 04:10:00,"04:10",1899-12-31 11:25:00,1899-12-31 14:44:00,1899-12-31 17:14:00,1899-12-31 18:28:00,1899-12-31 23:17:00,"Banyuwangi","17:14"
"158",2024-06-06,28,1899-12-31 04:00:00,1899-12-31 04:10:00,"04:10",1899-12-31 11:25:00,1899-12-31 14:44:00,1899-12-31 17:14:00,1899-12-31 18:28:00,1899-12-31 23:17:00,"Banyuwangi","17:14"
"159",2024-06-07,29,1899-12-31 04:01:00,1899-12-31 04:11:00,"04:11",1899-12-31 11:25:00,1899-12-31 14:44:00,1899-12-31 17:14:00,1899-12-31 18:29:00,1899-12-31 23:17:00,"Banyuwangi","17:14"
"160",2024-06-08,30,1899-12-31 04:01:00,1899-12-31 04:11:00,"04:11",1899-12-31 11:25:00,1899-12-31 14:45:00,1899-12-31 17:15:00,1899-12-31 18:29:00,1899-12-31 23:17:00,"Banyuwangi","17:15"
"161",2024-06-09,1,1899-12-31 04:01:00,1899-12-31 04:11:00,"04:11",1899-12-31 11:25:00,1899-12-31 14:45:00,1899-12-31 17:15:00,1899-12-31 18:29:00,1899-12-31 23:18:00,"Banyuwangi","17:15"
"162",2024-06-10,2,1899-12-31 04:01:00,1899-12-31 04:11:00,"04:11",1899-12-31 11:26:00,1899-12-31 14:45:00,1899-12-31 17:15:00,1899-12-31 18:29:00,1899-12-31 23:18:00,"Banyuwangi","17:15"
"163",2024-06-11,3,1899-12-31 04:01:00,1899-12-31 04:11:00,"04:11",1899-12-31 11:26:00,1899-12-31 14:45:00,1899-12-31 17:15:00,1899-12-31 18:29:00,1899-12-31 23:18:00,"Banyuwangi","17:15"
"164",2024-06-12,4,1899-12-31 04:02:00,1899-12-31 04:12:00,"04:12",1899-12-31 11:26:00,1899-12-31 14:45:00,1899-12-31 17:15:00,1899-12-31 18:30:00,1899-12-31 23:18:00,"Banyuwangi","17:15"
"165",2024-06-13,5,1899-12-31 04:02:00,1899-12-31 04:12:00,"04:12",1899-12-31 11:26:00,1899-12-31 14:45:00,1899-12-31 17:15:00,1899-12-31 18:30:00,1899-12-31 23:18:00,"Banyuwangi","17:15"
"166",2024-06-14,6,1899-12-31 04:02:00,1899-12-31 04:12:00,"04:12",1899-12-31 11:26:00,1899-12-31 14:46:00,1899-12-31 17:16:00,1899-12-31 18:30:00,1899-12-31 23:19:00,"Banyuwangi","17:16"
"167",2024-06-15,7,1899-12-31 04:02:00,1899-12-31 04:12:00,"04:12",1899-12-31 11:27:00,1899-12-31 14:46:00,1899-12-31 17:16:00,1899-12-31 18:30:00,1899-12-31 23:19:00,"Banyuwangi","17:16"
"168",2024-06-16,8,1899-12-31 04:02:00,1899-12-31 04:12:00,"04:12",1899-12-31 11:27:00,1899-12-31 14:46:00,1899-12-31 17:16:00,1899-12-31 18:30:00,1899-12-31 23:19:00,"Banyuwangi","17:16"
"169",2024-06-17,9,1899-12-31 04:03:00,1899-12-31 04:13:00,"04:13",1899-12-31 11:27:00,1899-12-31 14:46:00,1899-12-31 17:16:00,1899-12-31 18:31:00,1899-12-31 23:19:00,"Banyuwangi","17:16"
"170",2024-06-18,10,1899-12-31 04:03:00,1899-12-31 04:13:00,"04:13",1899-12-31 11:27:00,1899-12-31 14:46:00,1899-12-31 17:16:00,1899-12-31 18:31:00,1899-12-31 23:19:00,"Banyuwangi","17:16"
"171",2024-06-19,11,1899-12-31 04:03:00,1899-12-31 04:13:00,"04:13",1899-12-31 11:27:00,1899-12-31 14:47:00,1899-12-31 17:17:00,1899-12-31 18:31:00,1899-12-31 23:20:00,"Banyuwangi","17:17"
"172",2024-06-20,12,1899-12-31 04:03:00,1899-12-31 04:13:00,"04:13",1899-12-31 11:28:00,1899-12-31 14:47:00,1899-12-31 17:17:00,1899-12-31 18:31:00,1899-12-31 23:20:00,"Banyuwangi","17:17"
"173",2024-06-21,13,1899-12-31 04:04:00,1899-12-31 04:14:00,"04:14",1899-12-31 11:28:00,1899-12-31 14:47:00,1899-12-31 17:17:00,1899-12-31 18:31:00,1899-12-31 23:20:00,"Banyuwangi","17:17"
"174",2024-06-22,14,1899-12-31 04:04:00,1899-12-31 04:14:00,"04:14",1899-12-31 11:28:00,1899-12-31 14:47:00,1899-12-31 17:17:00,1899-12-31 18:32:00,1899-12-31 23:20:00,"Banyuwangi","17:17"
"175",2024-06-23,15,1899-12-31 04:04:00,1899-12-31 04:14:00,"04:14",1899-12-31 11:28:00,1899-12-31 14:48:00,1899-12-31 17:17:00,1899-12-31 18:32:00,1899-12-31 23:20:00,"Banyuwangi","17:17"
"176",2024-06-24,16,1899-12-31 04:04:00,1899-12-31 04:14:00,"04:14",1899-12-31 11:29:00,1899-12-31 14:48:00,1899-12-31 17:18:00,1899-12-31 18:32:00,1899-12-31 23:21:00,"Banyuwangi","17:18"
"177",2024-06-25,17,1899-12-31 04:04:00,1899-12-31 04:14:00,"04:14",1899-12-31 11:29:00,1899-12-31 14:48:00,1899-12-31 17:18:00,1899-12-31 18:32:00,1899-12-31 23:21:00,"Banyuwangi","17:18"
"178",2024-06-26,18,1899-12-31 04:05:00,1899-12-31 04:15:00,"04:15",1899-12-31 11:29:00,1899-12-31 14:48:00,1899-12-31 17:18:00,1899-12-31 18:33:00,1899-12-31 23:21:00,"Banyuwangi","17:18"
"179",2024-06-27,19,1899-12-31 04:05:00,1899-12-31 04:15:00,"04:15",1899-12-31 11:29:00,1899-12-31 14:48:00,1899-12-31 17:18:00,1899-12-31 18:33:00,1899-12-31 23:21:00,"Banyuwangi","17:18"
"180",2024-06-28,20,1899-12-31 04:05:00,1899-12-31 04:15:00,"04:15",1899-12-31 11:29:00,1899-12-31 14:49:00,1899-12-31 17:19:00,1899-12-31 18:33:00,1899-12-31 23:22:00,"Banyuwangi","17:19"
"181",2024-06-29,21,1899-12-31 04:05:00,1899-12-31 04:15:00,"04:15",1899-12-31 11:30:00,1899-12-31 14:49:00,1899-12-31 17:19:00,1899-12-31 18:33:00,1899-12-31 23:22:00,"Banyuwangi","17:19"
"182",2024-06-30,22,1899-12-31 04:05:00,1899-12-31 04:15:00,"04:15",1899-12-31 11:30:00,1899-12-31 14:49:00,1899-12-31 17:19:00,1899-12-31 18:33:00,1899-12-31 23:22:00,"Banyuwangi","17:19"
"183",2024-07-01,23,1899-12-31 04:06:00,1899-12-31 04:16:00,"04:16",1899-12-31 11:30:00,1899-12-31 14:49:00,1899-12-31 17:19:00,1899-12-31 18:34:00,1899-12-31 23:22:00,"Banyuwangi","17:19"
"184",2024-07-02,24,1899-12-31 04:06:00,1899-12-31 04:16:00,"04:16",1899-12-31 11:30:00,1899-12-31 14:50:00,1899-12-31 17:20:00,1899-12-31 18:34:00,1899-12-31 23:22:00,"Banyuwangi","17:20"
"185",2024-07-03,25,1899-12-31 04:06:00,1899-12-31 04:16:00,"04:16",1899-12-31 11:30:00,1899-12-31 14:50:00,1899-12-31 17:20:00,1899-12-31 18:34:00,1899-12-31 23:23:00,"Banyuwangi","17:20"
"186",2024-07-04,26,1899-12-31 04:06:00,1899-12-31 04:16:00,"04:16",1899-12-31 11:30:00,1899-12-31 14:50:00,1899-12-31 17:20:00,1899-12-31 18:34:00,1899-12-31 23:23:00,"Banyuwangi","17:20"
"187",2024-07-05,27,1899-12-31 04:06:00,1899-12-31 04:16:00,"04:16",1899-12-31 11:31:00,1899-12-31 14:50:00,1899-12-31 17:20:00,1899-12-31 18:34:00,1899-12-31 23:23:00,"Banyuwangi","17:20"
"188",2024-07-06,28,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:31:00,1899-12-31 14:50:00,1899-12-31 17:20:00,1899-12-31 18:34:00,1899-12-31 23:23:00,"Banyuwangi","17:20"
"189",2024-07-07,29,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:31:00,1899-12-31 14:51:00,1899-12-31 17:21:00,1899-12-31 18:35:00,1899-12-31 23:23:00,"Banyuwangi","17:21"
"190",2024-07-08,30,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:31:00,1899-12-31 14:51:00,1899-12-31 17:21:00,1899-12-31 18:35:00,1899-12-31 23:23:00,"Banyuwangi","17:21"
"191",2024-07-09,1,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:31:00,1899-12-31 14:51:00,1899-12-31 17:21:00,1899-12-31 18:35:00,1899-12-31 23:24:00,"Banyuwangi","17:21"
"192",2024-07-10,2,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:31:00,1899-12-31 14:51:00,1899-12-31 17:21:00,1899-12-31 18:35:00,1899-12-31 23:24:00,"Banyuwangi","17:21"
"193",2024-07-11,3,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:51:00,1899-12-31 17:22:00,1899-12-31 18:35:00,1899-12-31 23:24:00,"Banyuwangi","17:22"
"194",2024-07-12,4,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:22:00,1899-12-31 18:35:00,1899-12-31 23:24:00,"Banyuwangi","17:22"
"195",2024-07-13,5,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:22:00,1899-12-31 18:36:00,1899-12-31 23:24:00,"Banyuwangi","17:22"
"196",2024-07-14,6,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:22:00,1899-12-31 18:36:00,1899-12-31 23:24:00,"Banyuwangi","17:22"
"197",2024-07-15,7,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:22:00,1899-12-31 18:36:00,1899-12-31 23:24:00,"Banyuwangi","17:22"
"198",2024-07-16,8,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:23:00,1899-12-31 18:36:00,1899-12-31 23:24:00,"Banyuwangi","17:23"
"199",2024-07-17,9,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:23:00,1899-12-31 18:36:00,1899-12-31 23:24:00,"Banyuwangi","17:23"
"200",2024-07-18,10,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:23:00,1899-12-31 18:36:00,1899-12-31 23:25:00,"Banyuwangi","17:23"
"201",2024-07-19,11,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:23:00,1899-12-31 18:36:00,1899-12-31 23:25:00,"Banyuwangi","17:23"
"202",2024-07-20,12,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:23:00,1899-12-31 18:36:00,1899-12-31 23:25:00,"Banyuwangi","17:23"
"203",2024-07-21,13,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:24:00,1899-12-31 18:36:00,1899-12-31 23:25:00,"Banyuwangi","17:24"
"204",2024-07-22,14,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:33:00,1899-12-31 14:53:00,1899-12-31 17:24:00,1899-12-31 18:36:00,1899-12-31 23:25:00,"Banyuwangi","17:24"
"205",2024-07-23,15,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:33:00,1899-12-31 14:53:00,1899-12-31 17:24:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:24"
"206",2024-07-24,16,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:33:00,1899-12-31 14:53:00,1899-12-31 17:24:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:24"
"207",2024-07-25,17,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:33:00,1899-12-31 14:53:00,1899-12-31 17:24:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:24"
"208",2024-07-26,18,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:33:00,1899-12-31 14:53:00,1899-12-31 17:24:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:24"
"209",2024-07-27,19,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:33:00,1899-12-31 14:53:00,1899-12-31 17:24:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:24"
"210",2024-07-28,20,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:33:00,1899-12-31 14:53:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:25"
"211",2024-07-29,21,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:25"
"212",2024-07-30,22,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:25"
"213",2024-07-31,23,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:25"
"214",2024-08-01,24,1899-12-31 04:08:00,1899-12-31 04:18:00,"04:18",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:25"
"215",2024-08-02,25,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:25"
"216",2024-08-03,26,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:25:00,"Banyuwangi","17:25"
"217",2024-08-04,27,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:24:00,"Banyuwangi","17:25"
"218",2024-08-05,28,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:53:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:24:00,"Banyuwangi","17:25"
"219",2024-08-06,29,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:24:00,"Banyuwangi","17:25"
"220",2024-08-07,30,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:25:00,1899-12-31 18:37:00,1899-12-31 23:24:00,"Banyuwangi","17:25"
"221",2024-08-08,1,1899-12-31 04:07:00,1899-12-31 04:17:00,"04:17",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:25:00,1899-12-31 18:36:00,1899-12-31 23:24:00,"Banyuwangi","17:25"
"222",2024-08-09,2,1899-12-31 04:06:00,1899-12-31 04:16:00,"04:16",1899-12-31 11:32:00,1899-12-31 14:52:00,1899-12-31 17:25:00,1899-12-31 18:36:00,1899-12-31 23:24:00,"Banyuwangi","17:25"
"223",2024-08-10,3,1899-12-31 04:06:00,1899-12-31 04:16:00,"04:16",1899-12-31 11:31:00,1899-12-31 14:52:00,1899-12-31 17:25:00,1899-12-31 18:36:00,1899-12-31 23:24:00,"Banyuwangi","17:25"
"224",2024-08-11,4,1899-12-31 04:06:00,1899-12-31 04:16:00,"04:16",1899-12-31 11:31:00,1899-12-31 14:52:00,1899-12-31 17:25:00,1899-12-31 18:36:00,1899-12-31 23:24:00,"Banyuwangi","17:25"
"225",2024-08-12,5,1899-12-31 04:06:00,1899-12-31 04:16:00,"04:16",1899-12-31 11:31:00,1899-12-31 14:51:00,1899-12-31 17:25:00,1899-12-31 18:36:00,1899-12-31 23:23:00,"Banyuwangi","17:25"
"226",2024-08-13,6,1899-12-31 04:05:00,1899-12-31 04:15:00,"04:15",1899-12-31 11:31:00,1899-12-31 14:51:00,1899-12-31 17:25:00,1899-12-31 18:36:00,1899-12-31 23:23:00,"Banyuwangi","17:25"
"227",2024-08-14,7,1899-12-31 04:05:00,1899-12-31 04:15:00,"04:15",1899-12-31 11:31:00,1899-12-31 14:51:00,1899-12-31 17:25:00,1899-12-31 18:36:00,1899-12-31 23:23:00,"Banyuwangi","17:25"
